Tax Year,Login Date,Completed_Product,Marketing_Channel,CUSTOMER_TYPE,Login_Flag,Completed,Session_Count,Price
TY13,2/17/2014,(null),Paid Search,(null),1,0,(null),(null)
TY13,2/17/2014,Deluxe,DR,Veteran,1,1,2,$39.99
TY13,2/17/2014,Deluxe,Paid Search,Veteran,1,1,0,$39.99
TY13,2/17/2014,Deluxe,DR,Veteran,1,1,4,$39.99
TY13,2/17/2014,Deluxe,Paid Search,Veteran,1,1,1,$39.99
TY13,2/17/2014,Deluxe,DR,Veteran,1,1,4,$39.99
TY13,2/17/2014,Free,Non-Campaign,Veteran,1,1,2,$0.00
TY13,2/17/2014,Free,Paid Search,Veteran,1,1,3,$0.00
TY13,2/17/2014,H & B,FI Channel,Veteran,1,1,0,$99.99
TY13,2/17/2014,Premier,Non-Campaign,Veteran,1,1,0,$59.99
TY13,2/18/2014,(null),DR,(null),1,0,1,(null)
TY13,2/18/2014,Deluxe,Non-Campaign,Veteran,1,1,2,$39.99
TY13,2/18/2014,Deluxe,Non-Campaign,Veteran,1,1,1,$39.99
TY13,2/18/2014,Deluxe,Organic Search,Veteran,1,1,2,$39.99
TY13,2/18/2014,Deluxe,Non-Campaign,Veteran,1,1,1,$39.99
TY13,2/18/2014,Free,Internal,Veteran,1,1,1,$0.00
TY13,2/18/2014,Free,Non-Campaign,Veteran,1,1,2,$0.00
TY13,2/18/2014,Free,Display,Veteran,1,1,4,$0.00
TY13,2/18/2014,Free,FI Channel,Veteran,1,1,4,$0.00
TY13,2/18/2014,Free,Affiliate,Veteran,1,1,0,$0.00
TY13,2/18/2014,Free,DR,Veteran,1,1,9,$0.00
TY13,2/18/2014,H & B,Non-Campaign,Veteran,1,1,0,$99.99
TY13,2/19/2014,(null),Paid Search,(null),1,0,0,(null)
TY13,2/19/2014,(null),Paid Search,(null),1,0,(null),(null)
TY13,2/19/2014,(null),Organic Search,(null),1,0,0,(null)
TY13,2/19/2014,(null),Non-Campaign,(null),1,0,1,(null)
TY13,2/19/2014,Deluxe,DR,Veteran,1,1,1,$39.99
TY13,2/19/2014,Deluxe,DR,Veteran,1,1,1,$39.99
TY13,2/19/2014,Deluxe,Paid Search,Veteran,1,1,1,$39.99
TY13,2/19/2014,Free,Non-Campaign,Veteran,1,1,6,$0.00
TY13,2/19/2014,Free,Non-Campaign,Veteran,1,1,3,$0.00
TY13,2/19/2014,Free,Non-Campaign,Veteran,1,1,2,$0.00
TY13,2/19/2014,Premier,Organic Search,Veteran,1,1,5,$59.99
TY13,2/20/2014,(null),Paid Search,(null),1,0,0,(null)
TY13,2/20/2014,(null),Organic Search,(null),1,0,0,(null)
TY13,2/20/2014,(null),Paid Search,(null),1,0,1,(null)
TY13,2/20/2014,(null),Paid Search,(null),1,0,0,(null)
TY13,2/20/2014,Deluxe,DR,Veteran,1,1,2,$39.99
TY13,2/20/2014,Deluxe,Organic Search,Veteran,1,1,2,$39.99
TY13,2/20/2014,Deluxe,DR,Veteran,1,1,1,$39.99
TY13,2/20/2014,Deluxe,Non-Campaign,Veteran,1,1,1,$39.99
TY13,2/20/2014,Free,FI Channel,Veteran,1,1,1,$0.00
TY13,2/20/2014,Free,Non-Campaign,Veteran,1,1,2,$0.00
TY13,2/20/2014,Free,Organic Search,Veteran,1,1,2,$0.00
TY13,2/20/2014,H & B,Non-Campaign,Veteran,1,1,5,$99.99
TY13,2/21/2014,(null),Non-Campaign,(null),1,0,1,(null)
TY13,2/21/2014,(null),Organic Search,(null),1,0,(null),(null)
TY13,2/21/2014,(null),Organic Search,(null),1,0,(null),(null)
TY13,2/21/2014,Deluxe,Non-Campaign,Veteran,1,1,0,$39.99
TY13,2/21/2014,Deluxe,Organic Search,Veteran,1,1,0,$39.99
TY13,2/21/2014,Deluxe,Organic Search,Veteran,1,1,1,$39.99
TY13,2/21/2014,Deluxe,Non-Campaign,Veteran,1,1,0,$39.99
TY13,2/21/2014,Deluxe,Paid Search,Veteran,1,1,0,$39.99
TY13,2/21/2014,Deluxe,Non-Campaign,Veteran,1,1,0,$39.99
TY13,2/21/2014,Free,Non-Campaign,Veteran,1,1,0,$0.00
TY13,2/21/2014,Free,Paid Search,Veteran,1,1,2,$0.00
TY13,2/21/2014,Free,Paid Search,Veteran,1,1,2,$0.00
TY13,2/21/2014,H & B,Non-Campaign,Veteran,1,1,5,$99.99
TY13,2/21/2014,Premier,FI Channel,Veteran,1,1,2,$59.99
TY13,2/22/2014,(null),Paid Search,(null),1,0,0,(null)
TY13,2/22/2014,(null),Non-Campaign,(null),1,0,0,(null)
TY13,2/22/2014,(null),Non-Campaign,(null),1,0,2,(null)
TY13,2/22/2014,(null),Non-Campaign,(null),1,0,0,(null)
TY13,2/22/2014,(null),Organic Search,(null),1,0,3,(null)
TY13,2/22/2014,(null),Organic Search,(null),1,0,1,(null)
TY13,2/22/2014,Deluxe,Paid Search,Veteran,1,1,7,$39.99
TY13,2/22/2014,Free,Paid Search,Veteran,1,1,3,$0.00
TY13,2/22/2014,Free,Paid Search,Veteran,1,1,1,$0.00
TY13,2/22/2014,Free,Paid Search,Veteran,1,1,1,$0.00
TY13,2/22/2014,Free,DR,Veteran,1,1,0,$0.00
TY13,2/22/2014,Free,Non-Campaign,Veteran,1,1,2,$0.00
TY13,2/22/2014,H & B,Non-Campaign,Veteran,1,1,13,$99.99
TY13,2/22/2014,Premier,DR,Veteran,1,1,3,$59.99
TY13,2/22/2014,Premier,Paid Search,Veteran,1,1,12,$59.99
TY13,2/23/2014,(null),Non-Campaign,(null),1,0,1,(null)
TY13,2/23/2014,Deluxe,DR,Veteran,1,1,1,$39.99
TY13,2/23/2014,Deluxe,FI Channel,Veteran,1,1,7,$39.99
TY13,2/23/2014,Deluxe,Organic Search,Veteran,1,1,1,$39.99
TY13,2/23/2014,Free,Non-Campaign,Veteran,1,1,2,$0.00
TY13,2/23/2014,Free,Organic Search,Veteran,1,1,2,$0.00
TY13,2/23/2014,H & B,Non-Campaign,Veteran,1,1,0,$99.99
TY13,2/23/2014,H & B,Organic Search,Veteran,1,1,0,$99.99
TY13,2/23/2014,H & B,Paid Search,Veteran,1,1,0,$99.99
TY13,2/24/2014,(null),Paid Search,(null),1,0,(null),(null)
TY13,2/24/2014,(null),Paid Search,(null),1,0,0,(null)
TY13,2/24/2014,(null),Non-Campaign,(null),1,0,0,(null)
TY13,2/24/2014,Deluxe,DR,Veteran,1,1,8,$39.99
TY13,2/24/2014,Deluxe,Paid Search,Veteran,1,1,5,$39.99
TY13,2/24/2014,Free,Organic Search,Veteran,1,1,4,$0.00
TY13,2/24/2014,Free,Paid Search,Veteran,1,1,3,$0.00
TY13,2/24/2014,Free,DR,Veteran,1,1,2,$0.00
TY13,2/24/2014,Free,Non-Campaign,Veteran,1,1,1,$0.00
TY13,2/24/2014,H & B,Non-Campaign,Veteran,1,1,4,$99.99
TY13,2/24/2014,Premier,DR,Veteran,1,1,8,$59.99
TY13,2/25/2014,(null),Paid Search,(null),1,0,0,(null)
TY13,2/25/2014,(null),Organic Search,(null),1,0,1,(null)
TY13,2/25/2014,(null),Non-Campaign,(null),1,0,1,(null)
TY13,2/25/2014,(null),Organic Search,(null),1,0,0,(null)
TY13,2/25/2014,(null),Organic Search,(null),1,0,(null),(null)
TY13,2/25/2014,(null),Paid Search,(null),1,0,4,(null)
TY13,2/25/2014,Deluxe,DR,Veteran,1,1,1,$39.99
TY13,2/25/2014,Deluxe,Paid Search,Veteran,1,1,2,$39.99
TY13,2/25/2014,Deluxe,Non-Campaign,Veteran,1,1,5,$39.99
TY13,2/25/2014,Free,Non-Campaign,Veteran,1,1,4,$0.00
TY13,2/25/2014,Free,Organic Search,Veteran,1,1,3,$0.00
TY13,2/26/2014,Deluxe,Non-Campaign,Veteran,1,1,6,$39.99
TY13,2/26/2014,Deluxe,Non-Campaign,Veteran,1,1,0,$39.99
TY13,2/26/2014,Deluxe,Display,Veteran,1,1,8,$39.99
TY13,2/26/2014,Deluxe,Paid Search,Veteran,1,1,0,$39.99
TY13,2/26/2014,Free,DR,Veteran,1,1,11,$0.00
TY13,2/26/2014,Free,DR,Veteran,1,1,2,$0.00
TY13,2/26/2014,Free,Paid Search,Veteran,1,1,3,$0.00
TY13,2/26/2014,Free,Organic Search,Veteran,1,1,3,$0.00
TY13,2/27/2014,(null),Non-Campaign,(null),1,0,(null),(null)
TY13,2/27/2014,(null),Non-Campaign,(null),1,0,0,(null)
TY13,2/27/2014,(null),Paid Search,(null),1,0,0,(null)
TY13,2/27/2014,Deluxe,Paid Search,Veteran,1,1,2,$39.99
TY13,2/27/2014,Deluxe,DR,Veteran,1,1,1,$39.99
TY13,2/27/2014,Deluxe,Non-Campaign,Veteran,1,1,1,$39.99
TY13,2/27/2014,Deluxe,Organic Search,Veteran,1,1,9,$39.99
TY13,2/27/2014,Deluxe,Non-Campaign,Veteran,1,1,0,$39.99
TY13,2/27/2014,Deluxe,Organic Search,Veteran,1,1,0,$39.99
TY13,2/27/2014,Free,Non-Campaign,Veteran,1,1,3,$0.00
TY13,2/27/2014,Free,Paid Search,Veteran,1,1,3,$0.00
TY13,2/27/2014,Free,Paid Search,Veteran,1,1,6,$0.00
TY13,2/27/2014,Free,Non-Campaign,Veteran,1,1,2,$0.00
TY13,2/27/2014,Premier,Paid Search,Veteran,1,1,6,$59.99
TY13,2/28/2014,(null),Non-Campaign,(null),1,0,1,(null)
TY13,2/28/2014,(null),Paid Search,(null),1,0,(null),(null)
TY13,2/28/2014,Deluxe,Organic Search,Veteran,1,1,0,$39.99
TY13,2/28/2014,Deluxe,Organic Search,Veteran,1,1,0,$39.99
TY13,2/28/2014,Free,Paid Search,Veteran,1,1,2,$0.00
TY13,2/28/2014,Free,Paid Search,Veteran,1,1,1,$0.00
TY13,2/28/2014,Free,Affiliate,Veteran,1,1,0,$0.00
TY13,2/28/2014,Free,Paid Search,Veteran,1,1,2,$0.00
TY13,3/1/2014,(null),Non-Campaign,(null),1,0,0,(null)
TY13,3/1/2014,Premier,Non-Campaign,Veteran,1,1,5,$59.99
TY13,3/2/2014,(null),Organic Search,(null),1,0,0,(null)
TY13,3/2/2014,(null),Organic Search,(null),1,0,0,(null)
TY13,3/2/2014,(null),Paid Search,(null),1,0,0,(null)
TY13,3/2/2014,(null),Paid Search,(null),1,0,(null),(null)
TY13,3/2/2014,Deluxe,DR,Veteran,1,1,2,$39.99
TY13,3/2/2014,Deluxe,Affiliate,Veteran,1,1,0,$39.99
TY13,3/2/2014,Deluxe,Non-Campaign,Veteran,1,1,1,$39.99
TY13,3/2/2014,Deluxe,Paid Search,Veteran,1,1,1,$39.99
TY13,3/2/2014,Free,DR,Veteran,1,1,1,$0.00
TY13,3/3/2014,(null),Non-Campaign,(null),1,0,0,(null)
TY13,3/3/2014,(null),Internal,(null),1,0,0,(null)
TY13,3/3/2014,Deluxe,Display,Veteran,1,1,0,$39.99
TY13,3/3/2014,Deluxe,Paid Search,Veteran,1,1,2,$39.99
TY13,3/3/2014,Free,DR,Veteran,1,1,2,$0.00
TY13,3/3/2014,Free,Affiliate,Veteran,1,1,2,$0.00
TY13,3/3/2014,Free,Paid Search,Veteran,1,1,0,$0.00
TY13,3/3/2014,Premier,Paid Search,Veteran,1,1,1,$59.99
TY13,3/3/2014,Premier,DR,Veteran,1,1,11,$59.99
TY13,3/4/2014,(null),Paid Search,(null),1,0,1,(null)
TY13,3/4/2014,Premier,Paid Search,Veteran,1,1,12,$59.99
TY13,3/5/2014,(null),Non-Campaign,(null),1,0,0,(null)
TY13,3/5/2014,Deluxe,Paid Search,Veteran,1,1,3,$39.99
TY13,3/5/2014,Premier,Organic Search,Veteran,1,1,0,$59.99
TY13,3/6/2014,Free,Paid Search,Veteran,1,1,3,$0.00
TY13,3/6/2014,Free,DR,Veteran,1,1,0,$0.00
TY13,3/7/2014,(null),Non-Campaign,(null),1,0,1,(null)
TY13,3/7/2014,Deluxe,Paid Search,Veteran,1,1,2,$39.99
TY13,3/7/2014,Deluxe,Organic Search,Veteran,1,1,3,$39.99
TY13,3/7/2014,Deluxe,Paid Search,Veteran,1,1,1,$39.99
TY13,3/7/2014,Deluxe,Non-Campaign,Veteran,1,1,0,$39.99
TY13,3/7/2014,Deluxe,Non-Campaign,Veteran,1,1,0,$39.99
TY13,3/7/2014,Deluxe,Paid Search,Veteran,1,1,1,$39.99
TY13,3/7/2014,Deluxe,Non-Campaign,Veteran,1,1,5,$39.99
TY13,3/7/2014,Free,Organic Search,Veteran,1,1,4,$0.00
TY13,3/7/2014,Free,Paid Search,Veteran,1,1,0,$0.00
TY13,3/7/2014,Free,Non-Campaign,Veteran,1,1,1,$0.00
TY13,3/7/2014,H & B,DR,Veteran,1,1,3,$99.99
TY13,3/8/2014,(null),Paid Search,(null),1,0,(null),(null)
TY13,3/8/2014,Deluxe,Organic Search,Veteran,1,1,2,$39.99
TY13,3/8/2014,Deluxe,DR,Veteran,1,1,5,$39.99
TY13,3/8/2014,Free,Paid Search,Veteran,1,1,0,$0.00
TY13,3/8/2014,Free,DR,Veteran,1,1,1,$0.00
TY13,3/8/2014,Free,Paid Search,Veteran,1,1,2,$0.00
TY13,3/8/2014,Free,Non-Campaign,Veteran,1,1,2,$0.00
TY13,3/8/2014,Premier,FI Channel,Veteran,1,1,4,$59.99
TY13,3/8/2014,Premier,Paid Search,Veteran,1,1,5,$59.99
TY13,3/9/2014,(null),Organic Search,(null),1,0,(null),(null)
TY13,3/9/2014,(null),Organic Search,(null),1,0,2,(null)
TY13,3/9/2014,(null),Non-Campaign,(null),1,0,(null),(null)
TY13,3/9/2014,(null),Organic Search,(null),1,0,1,(null)
TY13,3/9/2014,Deluxe,DR,Veteran,1,1,1,$39.99
TY13,3/9/2014,Deluxe,DR,Veteran,1,1,1,$39.99
TY13,3/9/2014,Deluxe,Non-Campaign,Veteran,1,1,2,$39.99
TY13,3/9/2014,Deluxe,Non-Campaign,Veteran,1,1,0,$39.99
TY13,3/9/2014,Free,Paid Search,Veteran,1,1,1,$0.00
TY13,3/9/2014,Free,Paid Search,Veteran,1,1,2,$0.00
TY13,3/9/2014,Premier,Non-Campaign,Veteran,1,1,0,$59.99
TY13,3/10/2014,Deluxe,Paid Search,Veteran,1,1,4,$39.99
TY13,3/10/2014,Free,FI Channel,Veteran,1,1,1,$0.00
TY13,3/10/2014,H & B,Paid Search,Veteran,1,1,0,$99.99
TY13,3/11/2014,(null),Non-Campaign,(null),1,0,6,(null)
TY13,3/11/2014,(null),Non-Campaign,(null),1,0,0,(null)
TY13,3/11/2014,(null),Organic Search,(null),1,0,1,(null)
TY13,3/11/2014,Deluxe,DR,Veteran,1,1,8,$39.99
TY13,3/11/2014,Free,Non-Campaign,Veteran,1,1,1,$0.00
TY13,3/11/2014,Free,Organic Search,Veteran,1,1,3,$0.00
TY13,3/11/2014,Free,Paid Search,Veteran,1,1,2,$0.00
TY13,3/11/2014,Free,Non-Campaign,Veteran,1,1,2,$0.00
TY13,3/12/2014,(null),Paid Search,(null),1,0,(null),(null)
TY13,3/12/2014,(null),Organic Search,(null),1,0,0,(null)
TY13,3/12/2014,(null),Organic Search,(null),1,0,1,(null)
TY13,3/12/2014,Deluxe,Non-Campaign,Veteran,1,1,5,$39.99
TY13,3/12/2014,Free,DR,Veteran,1,1,6,$0.00
TY13,3/12/2014,Free,Paid Search,Veteran,1,1,0,$0.00
TY13,3/12/2014,Free,Affiliate,Veteran,1,1,1,$0.00
TY13,3/12/2014,Free,Paid Search,Veteran,1,1,2,$0.00
TY13,3/13/2014,(null),Non-Campaign,(null),1,0,0,(null)
TY13,3/13/2014,(null),Paid Search,(null),1,0,(null),(null)
TY13,3/13/2014,Deluxe,DR,Veteran,1,1,1,$39.99
TY13,3/13/2014,Deluxe,Affiliate,Veteran,1,1,5,$39.99
TY13,3/13/2014,Deluxe,Non-Campaign,Veteran,1,1,2,$39.99
TY13,3/13/2014,Deluxe,Non-Campaign,Veteran,1,1,1,$39.99
TY13,3/13/2014,Free,Non-Campaign,Veteran,1,1,2,$0.00
TY13,3/13/2014,Free,Non-Campaign,Veteran,1,1,3,$0.00
TY13,3/14/2014,(null),Non-Campaign,(null),1,0,0,(null)
TY13,3/14/2014,(null),Non-Campaign,(null),1,0,(null),(null)
TY13,3/14/2014,Deluxe,DR,Veteran,1,1,1,$39.99
TY13,3/14/2014,Deluxe,Non-Campaign,Veteran,1,1,2,$39.99
TY13,3/14/2014,Deluxe,Paid Search,Veteran,1,1,6,$39.99
TY13,3/14/2014,Deluxe,Non-Campaign,New,1,1,0,$39.99
TY13,3/14/2014,Deluxe,Organic Search,New,1,1,0,$39.99
TY13,3/14/2014,Free,Paid Search,New,1,1,4,$0.00
TY13,3/14/2014,Free,Organic Search,New,1,1,3,$0.00
TY13,3/14/2014,Free,Affiliate,New,1,1,0,$0.00
TY13,3/14/2014,Free,Non-Campaign,Veteran,1,1,3,$0.00
TY13,3/14/2014,H & B,Paid Search,Veteran,1,1,2,$99.99
TY13,3/14/2014,Premier,DR,Veteran,1,1,4,$59.99
TY13,3/15/2014,(null),Organic Search,(null),1,0,0,(null)
TY13,3/15/2014,(null),Non-Campaign,(null),1,0,6,(null)
TY13,3/15/2014,Deluxe,Organic Search,Veteran,1,1,2,$39.99
TY13,3/15/2014,Deluxe,Organic Search,Veteran,1,1,2,$39.99
TY13,3/15/2014,Deluxe,Organic Search,Veteran,1,1,1,$39.99
TY13,3/15/2014,Deluxe,Paid Search,Veteran,1,1,0,$39.99
TY13,3/15/2014,Free,DR,Veteran,1,1,1,$0.00
TY13,3/15/2014,Free,Non-Campaign,Veteran,1,1,3,$0.00
TY13,3/15/2014,Free,Non-Campaign,Veteran,1,1,2,$0.00
TY13,3/15/2014,Free,DR,Veteran,1,1,1,$0.00
TY13,3/15/2014,H & B,Paid Search,Veteran,1,1,0,$99.99
TY13,3/15/2014,Premier,Non-Campaign,Veteran,1,1,0,$59.99
TY13,3/16/2014,(null),Paid Search,(null),1,0,0,(null)
TY13,3/16/2014,(null),Non-Campaign,(null),1,0,1,(null)
TY13,3/16/2014,Deluxe,Non-Campaign,Veteran,1,1,10,$39.99
TY13,3/16/2014,Deluxe,Paid Search,Veteran,1,1,2,$39.99
TY13,3/16/2014,Deluxe,Non-Campaign,Veteran,1,1,6,$39.99
TY13,3/16/2014,Deluxe,Organic Search,Veteran,1,1,2,$39.99
TY13,3/16/2014,Deluxe,Paid Search,Veteran,1,1,2,$39.99
TY13,3/16/2014,Deluxe,Non-Campaign,Veteran,1,1,1,$39.99
TY13,3/16/2014,Free,Organic Search,Veteran,1,1,3,$0.00
TY13,3/16/2014,Free,Paid Search,Veteran,1,1,2,$0.00
TY13,3/16/2014,H & B,Paid Search,Veteran,1,1,0,$99.99
TY13,3/17/2014,(null),DR,(null),1,0,4,(null)
TY13,3/17/2014,Deluxe,Organic Search,Veteran,1,1,2,$39.99
TY13,3/17/2014,Free,DR,Veteran,1,1,1,$0.00
TY13,3/17/2014,Free,Paid Search,Veteran,1,1,2,$0.00
TY13,3/17/2014,Free,Paid Search,Veteran,1,1,2,$0.00
TY13,3/17/2014,Free,Paid Search,Veteran,1,1,6,$0.00
TY13,3/18/2014,(null),Organic Search,(null),1,0,(null),(null)
TY13,3/18/2014,(null),Non-Campaign,(null),1,0,0,(null)
TY13,3/18/2014,Deluxe,Paid Search,Veteran,1,1,1,$39.99
TY13,3/18/2014,Free,Non-Campaign,Veteran,1,1,4,$0.00
TY13,3/18/2014,Free,FI Channel,Veteran,1,1,5,$0.00
TY13,3/18/2014,Free,Organic Search,Veteran,1,1,3,$0.00
TY13,3/18/2014,Free,FI Channel,Veteran,1,1,7,$0.00
TY13,3/18/2014,Free,Organic Search,Veteran,1,1,2,$0.00
TY13,3/18/2014,Free,Organic Search,Veteran,1,1,2,$0.00
TY13,3/18/2014,H & B,Paid Search,Veteran,1,1,0,$99.99
TY13,3/18/2014,Premier,Organic Search,Veteran,1,1,0,$59.99
TY13,3/19/2014,(null),Non-Campaign,(null),1,0,1,(null)
TY13,3/19/2014,Deluxe,Paid Search,Veteran,1,1,18,$39.99
TY13,3/19/2014,Deluxe,Non-Campaign,Veteran,1,1,3,$39.99
TY13,3/19/2014,Deluxe,Paid Search,Veteran,1,1,0,$39.99
TY13,3/19/2014,Deluxe,Non-Campaign,Veteran,1,1,0,$39.99
TY13,3/19/2014,Deluxe,Non-Campaign,Veteran,1,1,5,$39.99
TY13,3/19/2014,Deluxe,Paid Search,Veteran,1,1,2,$39.99
TY13,3/19/2014,Free,Paid Search,Veteran,1,1,5,$0.00
TY13,3/19/2014,Free,Paid Search,Veteran,1,1,0,$0.00
TY13,3/20/2014,(null),Non-Campaign,(null),1,0,0,(null)
TY13,3/20/2014,Deluxe,Paid Search,Veteran,1,1,2,$39.99
TY13,3/20/2014,Free,Paid Search,Veteran,1,1,3,$0.00
TY13,3/21/2014,Free,Paid Search,Veteran,1,1,4,$0.00
TY13,3/22/2014,(null),Non-Campaign,(null),1,0,0,(null)
TY13,3/22/2014,(null),Non-Campaign,(null),1,0,1,(null)
TY13,3/22/2014,(null),Non-Campaign,(null),1,0,(null),(null)
TY13,3/22/2014,(null),Non-Campaign,(null),1,0,1,(null)
TY13,3/22/2014,Deluxe,Organic Search,Veteran,1,1,3,$39.99
TY13,3/22/2014,Free,Non-Campaign,Veteran,1,1,0,$0.00
TY13,3/22/2014,H & B,Non-Campaign,Veteran,1,1,1,$99.99
TY13,3/23/2014,(null),Non-Campaign,(null),1,0,2,(null)
TY13,3/23/2014,(null),Paid Search,(null),1,0,0,(null)
TY13,3/23/2014,(null),Organic Search,(null),1,0,0,(null)
TY13,3/23/2014,Free,Organic Search,Veteran,1,1,55,$0.00
TY13,3/23/2014,Free,DR,Veteran,1,1,1,$0.00
TY13,3/23/2014,H & B,Paid Search,Veteran,1,1,4,$99.99
TY13,3/23/2014,Premier,Organic Search,Veteran,1,1,1,$59.99
TY13,3/23/2014,Premier,Affiliate,Veteran,1,1,7,$59.99
TY13,3/24/2014,(null),Organic Search,(null),1,0,0,(null)
TY13,3/24/2014,(null),Paid Search,(null),1,0,(null),(null)
TY13,3/24/2014,(null),DR,(null),1,0,3,(null)
TY13,3/24/2014,Deluxe,Paid Search,Veteran,1,1,1,$39.99
TY13,3/24/2014,Free,Non-Campaign,Veteran,1,1,3,$0.00
TY13,3/24/2014,Free,DR,Veteran,1,1,1,$0.00
TY13,3/24/2014,Free,Non-Campaign,Veteran,1,1,2,$0.00
TY13,3/24/2014,Free,Affiliate,Veteran,1,1,0,$0.00
TY13,3/24/2014,H & B,Non-Campaign,Veteran,1,1,1,$99.99
TY13,3/24/2014,H & B,Paid Search,Veteran,1,1,1,$99.99
TY13,3/24/2014,Premier,Non-Campaign,Veteran,1,1,0,$59.99
TY13,3/25/2014,(null),Paid Search,(null),1,0,1,(null)
TY13,3/25/2014,Deluxe,Organic Search,Veteran,1,1,6,$39.99
TY13,3/25/2014,Deluxe,Paid Search,Veteran,1,1,0,$39.99
TY13,3/25/2014,Free,Non-Campaign,Veteran,1,1,2,$0.00
TY13,3/25/2014,Free,Non-Campaign,Veteran,1,1,1,$0.00
TY13,3/26/2014,(null),Paid Search,(null),1,0,0,(null)
TY13,3/26/2014,(null),Paid Search,(null),1,0,0,(null)
TY13,3/26/2014,Deluxe,Paid Search,Veteran,1,1,6,$39.99
TY13,3/26/2014,Deluxe,Display,Veteran,1,1,3,$39.99
TY13,3/26/2014,Deluxe,Organic Search,Veteran,1,1,5,$39.99
TY13,3/26/2014,Deluxe,Organic Search,Veteran,1,1,1,$39.99
TY13,3/26/2014,Free,Organic Search,Veteran,1,1,3,$0.00
TY13,3/26/2014,Free,Non-Campaign,Veteran,1,1,3,$0.00
TY13,3/26/2014,Free,Non-Campaign,Veteran,1,1,3,$0.00
TY13,3/26/2014,Free,Non-Campaign,Veteran,1,1,2,$0.00
TY13,3/26/2014,H & B,Paid Search,Veteran,1,1,0,$99.99
TY13,3/26/2014,Premier,Non-Campaign,Veteran,1,1,1,$59.99
TY13,3/27/2014,(null),Non-Campaign,(null),1,0,0,(null)
TY13,3/27/2014,Deluxe,Organic Search,Veteran,1,1,2,$39.99
TY13,3/27/2014,Deluxe,Organic Search,Veteran,1,1,0,$39.99
TY13,3/27/2014,Deluxe,Paid Search,Veteran,1,1,1,$39.99
TY13,3/27/2014,Free,Non-Campaign,Veteran,1,1,3,$0.00
TY13,3/27/2014,Free,Non-Campaign,Veteran,1,1,3,$0.00
TY13,3/27/2014,Free,Non-Campaign,Veteran,1,1,1,$0.00
TY13,3/27/2014,Premier,Non-Campaign,Veteran,1,1,3,$59.99
TY13,3/28/2014,(null),Non-Campaign,(null),1,0,0,(null)
TY13,3/28/2014,Deluxe,Organic Search,Veteran,1,1,2,$39.99
TY13,3/28/2014,Free,DR,Veteran,1,1,2,$0.00
TY13,3/28/2014,Free,Organic Search,Veteran,1,1,2,$0.00
TY13,3/28/2014,Free,Paid Search,Veteran,1,1,2,$0.00
TY13,3/28/2014,Premier,Non-Campaign,Veteran,1,1,5,$59.99
TY13,3/29/2014,(null),Paid Search,(null),1,0,(null),(null)
TY13,3/29/2014,(null),Paid Search,(null),1,0,(null),(null)
TY13,3/29/2014,(null),Organic Search,(null),1,0,0,(null)
TY13,3/29/2014,(null),Non-Campaign,(null),1,0,0,(null)
TY13,3/29/2014,Deluxe,Non-Campaign,Veteran,1,1,2,$39.99
TY13,3/29/2014,Deluxe,Paid Search,Veteran,1,1,6,$39.99
TY13,3/29/2014,Deluxe,Paid Search,Veteran,1,1,5,$39.99
TY13,3/29/2014,Deluxe,Paid Search,Veteran,1,1,1,$39.99
TY13,3/29/2014,Free,Affiliate,Veteran,1,1,2,$0.00
TY13,3/29/2014,Free,Paid Search,Veteran,1,1,1,$0.00
TY13,3/29/2014,Free,Non-Campaign,Veteran,1,1,2,$0.00
TY13,3/29/2014,Free,Organic Search,Veteran,1,1,2,$0.00
TY13,3/29/2014,H & B,Organic Search,Veteran,1,1,5,$99.99
TY13,3/29/2014,H & B,Organic Search,Veteran,1,1,0,$99.99
TY13,3/30/2014,(null),Non-Campaign,(null),1,0,1,(null)
TY13,3/30/2014,(null),Non-Campaign,(null),1,0,0,(null)
TY13,3/30/2014,Deluxe,DR,Veteran,1,1,1,$39.99
TY13,3/30/2014,Deluxe,Non-Campaign,Veteran,1,1,1,$39.99
TY13,3/30/2014,Deluxe,Non-Campaign,Veteran,1,1,9,$39.99
TY13,3/30/2014,Free,Affiliate,Veteran,1,1,2,$0.00
TY13,3/30/2014,Free,Organic Search,Veteran,1,1,8,$0.00
TY13,3/30/2014,Free,Non-Campaign,Veteran,1,1,3,$0.00
TY13,3/30/2014,Free,Paid Search,Veteran,1,1,2,$0.00
TY13,3/30/2014,Free,DR,Veteran,1,1,1,$0.00
TY13,3/30/2014,Free,Organic Search,Veteran,1,1,2,$0.00
TY13,3/30/2014,H & B,Non-Campaign,Veteran,1,1,1,$99.99
TY13,3/30/2014,Premier,Organic Search,Veteran,1,1,12,$59.99
TY13,3/31/2014,(null),Paid Search,(null),1,0,0,(null)
TY13,3/31/2014,Deluxe,FI Channel,Veteran,1,1,4,$39.99
TY13,3/31/2014,Deluxe,Organic Search,Veteran,1,1,2,$39.99
TY13,3/31/2014,Deluxe,Paid Search,Veteran,1,1,9,$39.99
TY13,3/31/2014,Free,Paid Search,Veteran,1,1,3,$0.00
TY13,3/31/2014,Free,Organic Search,Veteran,1,1,7,$0.00
TY13,3/31/2014,Free,Non-Campaign,Veteran,1,1,(null),$0.00
TY13,3/31/2014,Free,Affiliate,Veteran,1,1,1,$0.00
TY13,3/31/2014,Free,Organic Search,Veteran,1,1,3,$0.00
